title,link,date,content
"Berniat Perang Sarung, Remaja di Banyumas Malah Kehilangan Motor",https://regional.kompas.com/read/2025/03/10/154547078/berniat-perang-sarung-remaja-di-banyumas-malah-kehilangan-motor,10 Maret 2025,"BANYUMAS, KOMPAS.com - Seorang remaja menjadi korban perampasan sepeda motor di depan SMP N 4 Purwokerto, Kabupaten Banyumas, Jawa Tengah. Insiden tersebut terjadi ketika korban dihadang oleh sekelompok geng motor yang bersenjata tajam, menyebabkan korban mengalami luka-luka. Kasat Reskrim Polresta Banyumas, Kompol Andryansyah Rithas Hasibuan, mengungkapkan bahwa pihaknya telah menetapkan tiga remaja sebagai tersangka dalam kasus ini. Ketiga tersangka tersebut adalah SDY (17), ADP (18), dan SH (19), yang merupakan warga Kecamatan Cilongok, Kabupaten Banyumas. ""Korban berinisial TH (16) bersama teman-temannya mendapatkan informasi akan ada perang sarung di sebuah tempat pada Senin (3/3/2025) malam. Mereka kemudian menuju lokasi yang telah ditentukan, tetapi tidak menemui siapa pun,"" jelas Kompol Andryansyah kepada wartawan pada Senin (10/3/2025). Pada Selasa (4/3/2025) dini hari, korban menerima informasi bahwa lokasi perang sarung telah berpindah ke sekitar SMP N 4 Purwokerto. ""Sesampainya di lokasi, korban bertemu dengan tersangka. Tersangka kemudian mengejar korban sambil mengayunkan celurit, sehingga korban dan sepeda motornya terjatuh,"" tambahnya. Setelah terjatuh, korban sempat dipukul menggunakan sabuk. Dalam keadaan ketakutan, korban melarikan diri dan meninggalkan sepeda motornya di lokasi kejadian. ""Melihat sepeda motor korban ditinggal, tersangka membawa kabur sepeda motor tersebut,"" ungkapnya. Polisi tidak memerlukan waktu lama untuk mengidentifikasi dan mengamankan ketiga tersangka. Dari mereka, polisi berhasil menyita barang bukti berupa sebilah celurit dan satu unit sepeda motor. Ketiga tersangka dijerat dengan Pasal 365 KUHP tentang pencurian dengan kekerasan, dengan ancaman hukuman penjara selama sembilan tahun. "
"[POPULER OTOMOTIF] Langkah Cerdas Menyelamatkan Mobil dari Banjir, Mengapa Pengendara Motor Wanita Sering Salah Kasih Lampu Sein?",https://otomotif.kompas.com/read/2025/03/09/070100115/-populer-otomotif-langkah-cerdas-menyelamatkan-mobil-dari-banjir-mengapa,9 Maret 2025,"JAKARTA, KOMPAS.com - Dewasa ini curah hujan tinggi masih melanda wilayah Jabodetabek. Tidak heran, artikel tentang penyelamatan mobil dari banjir menjadi yang paling banyak dibaca di Otomotif Kompas.com selama jelang akhir pekan, Sabtu (8/3/2025). Peluncuran skutik terbaru oleh PT Yamaha Manufacturing Motor Indonesia, yaitu Ultima juga jadi perhatian pembaca. Pasalnya, di balik desainnya yang berubah total, motor tetap mempertahankan kepraktisan untuk pemakaian sehari-hari. Rasa penasaran alasan di balik pengendara wanita yang sering salah memberikan lampu sein saat mengendarai motor ikut meramaikan sebagai bacaan ringan di libur akhir pekan. Lengkapnya, berikut lima artikel populer yang dirangkum;   1. Peluncuran Gear Ultima: Skutik Terbaru dari Yamaha Indonesia Gear Ultima, skutik penerus Gear 125 yang berubah total, dari desain, mesin sampai fitur. Motor tetap membawa konsep Multi-Purpose Scooter dari Gear 125 yang lama dengan dua varian, hybrid dan hybrid S. Dyonisius Beti, President Director & CEO PT Yamaha Indonesia Motor Manufacturing (YIMM), mengatakan bahwa motor masih diminati oleh golongan menengah dan harus kuat, irit, serta berkualitas tinggi. ""Motor ini (Gear Ultima) totally change, mulai dari mesin baru, yaitu menggunakan teknologi Blue Core Hybrid hingga appearance baru serta semua sudah dilengkapi dengan LED, tapi tetap memiliki harga yang terjangkau,"" ucap Dyon dikutip laman Yamaha Indonesia, Sabtu (8/3/2025).   2. Langkah Cerdas Menyelamatkan Mobil dari Banjir Biso, pemilik Biso Jaya Mandiri Bintara yang terletak di Bekasi, Jawa Barat, mengatakan, hal utama yang harus dilakukan adalah melepas terminal aki untuk mengantisipasi terjadinya korsleting. “Sebenarnya pada saat mobil mau terendam sudah ada tanda-tanda, misalnya air melebih satu ban, itu langsung cabut aki aja. Jadi jangan sampai mobil sudah terendam baru kita cabut aki,” kata Biso saat dihubungi Kompas.com, Jumat (7/3/2025). Biso menjelaskan, jika pemilik kendaraan tidak mencabut aki, maka bisa menimbulkan korsleting listrik dan merusak modul-modul yang ada di dalamnya.   3. Motor Matik Bekas: Injeksi Vs Karburator, Mana yang Lebih Baik? Pilihan antara motor bekas matik dengan sistem injeksi atau karburator masih menjadi dilema bagi calon pembeli. Keduanya memiliki keunggulan dan kekurangan masing-masing, terutama dalam hal konsumsi bahan bakar, perawatan, dan performa. Menurut Ivan, pengelola Babay Motor, motor matik dengan sistem injeksi lebih diminati karena dianggap lebih hemat bahan bakar dan ramah lingkungan. Selain itu, perawatannya lebih mudah karena tidak perlu menyetel ulang seperti karburator.   "
"Usai Jambret Motor Wartawati, Pria di Sumba Barat Ditangkap Kurang dari 24 Jam",https://regional.kompas.com/read/2025/03/08/073331978/usai-jambret-motor-wartawati-pria-di-sumba-barat-ditangkap-kurang-dari-24,8 Maret 2025,"KUPANG, KOMPAS.com - Personel Satuan Reserse Kriminal (Satreskrim) Kepolisian Resor (Polres) Sumba Barat, Nusa Tenggara Timur (NTT), berhasil menangkap YM, seorang buronan dalam kasus jambret sepeda motor milik Benadikta Cindi Sobang, wartawati dari salah satu media online yang bertugas di Kabupaten Sumba Timur. YM dan rekannya, MB, melarikan diri setelah merampas sepeda motor milik Cindi. Namun, tak sampai 24 jam setelah kejadian, MB berhasil ditangkap. Sementara itu, YM sempat menghilang dan bersembunyi di Kampung Pageso Todu, Desa Lokory, Kecamatan Tanah Righu, Kabupaten Sumba Barat. ""Pelaku (YM) yang sempat buron, ditangkap tadi,"" ungkap Kepala Kepolisian Resor Sumba Barat, Ajun Komisaris Besar Polisi (AKBP) Hendra Dorizen, kepada Kompas.com, pada Jumat (7/3/2025). Penangkapan tersebut dipimpin oleh Kepala Unit Pidana Umum Satreskrim Polres Sumba Barat, Ajun Inspektur Polisi Dua (Aipda) Gede Muka Ari Sudana. Hendra menambahkan, keberhasilan penangkapan ini tidak lepas dari kerja sama tim gabungan yang terus melakukan pencarian hingga YM berhasil ditangkap. ""Saya mengapresiasi respons cepat anggota dalam mengungkap kasus ini,"" ujarnya. Ia juga meminta jajaran Reskrim untuk menuntaskan kasus ini hingga ke akar-akarnya dan memastikan seluruh pelaku dapat diproses sesuai hukum yang berlaku. Hendra mengimbau masyarakat untuk selalu waspada dan segera melaporkan setiap tindak kriminal kepada pihak kepolisian. Dari tangan YM, polisi berhasil menyita lima unit ponsel dan tiga unit sepeda motor yang diduga merupakan hasil kejahatan. Sebelumnya, aparat Polres Sumba Barat juga menangkap pria berinisial MB, salah satu pelaku pencurian dengan kekerasan yang terjadi di Jalan Tanadaru, Desa Mbilur Pangadu, Kecamatan Umbu Ratu Nggay, Kabupaten Sumba Tengah. ""Pelaku berinisial MB ditangkap di rumahnya di Kampung Kalimbu Podu, Desa Lokory, Kecamatan Tanahrighu, Kabupaten Sumba Barat,"" kata Hendra, kepada Kompas.com, pada Kamis (6/3/2025). Aksi pembegalan tersebut bermula ketika Cindi, yang bertugas di Kabupaten Sumba Timur, sedang dalam perjalanan dari Lewa menuju Anakalang, Sumba Tengah, bersama seorang rekannya pada Rabu (5/3/2025) pagi. Ketika dalam perjalanan, keduanya berhenti sejenak di kawasan Hutan Tana Daru untuk memperbaiki posisi duduk mereka sekitar pukul 10.00 Wita. Tak lama kemudian, muncul pelaku MB bersama seorang temannya sambil membawa parang. Salah satu pelaku langsung duduk di atas sepeda motor. Melihat situasi tersebut, Cindi sempat menawarkan uang kepada kedua pelaku, tetapi tidak digubris. Kedua pelaku kemudian merampas sepeda motor dan kabur dari lokasi, yang membuat Cindi akhirnya melapor ke polisi. "
Cara Cek Air Masuk ke Mesin Motor Setelah Terendam Banjir,https://otomotif.kompas.com/read/2025/03/07/091200615/cara-cek-air-masuk-ke-mesin-motor-setelah-terendam-banjir,7 Maret 2025,"SOLO, KOMPAS.com - Setelah sepeda motor terendam banjir, penting untuk memeriksa apakah air masuk ke dalam mesin, karena jika dibiarkan tanpa pengecekan dapat menyebabkan kerusakan. Supriyono, Kepala Bengkel Yamaha Panggung Motor Solo, mengatakan, ada beberapa langkah yang perlu dilakukan untuk mengecek air masuk ke dalam mesin. “Cek dari stick tutup oli. Dibuka lalu ditarik keluar, kalau oli normal biasa warna sesuai warna oli atau hitam normal, kalau kecampur air biasa berubah jadi kecoklatan atau seperti kopi mix,” ucap Supriyono kepada Kompas.com, Kamis (6/3/2025).   Kemudian, cara kedua untuk memeriksa apakah air masuk ke dalam mesin adalah dengan membuka filter udara pada sepeda motor. Periksa apakah terdapat sisa air atau bekas noda air di dalamnya. Jika filter udara basah atau terdapat tanda-tanda air, kemungkinan besar air telah masuk ke dalam sistem pembakaran dan berpotensi menyebabkan gangguan pada kinerja mesin. “Buka filter udara, kalau ada sisa air atau bekas noda air kemungkinan besar air masuk mesin,” ucapnya.  Selanjutnya, periksa kondisi busi untuk memastikan apakah terdapat sisa air. Jika busi basah atau terdapat sisa air di sekitarnya, kemungkinan besar air telah masuk ke dalam ruang bakar. Cara lain untuk mengecek apakah air masuk ke dalam mesin adalah dengan menguras oli melalui baut tap oli. “Oli di tap dari baut tap oli, kalau warna bening atau hitam aman, kalau campur kecoklatan berarti kecampur dengan air,” ucapnya. Jika ditemukan tanda-tanda air masuk, segera lakukan penanganan yang tepat atau bawa ke bengkel agar mendapat perawatan lebih lanjut dari mekanik profesional. "
Pembonceng Sepeda Motor Tewas Terlibat Kecelakaan dengan Truk di Jalan Provinsi Semarang,https://regional.kompas.com/read/2025/03/04/162610578/pembonceng-sepeda-motor-tewas-terlibat-kecelakaan-dengan-truk-di-jalan,4 Maret 2025,"SEMARANG, KOMPAS.com - Sulistyaningsih, penumpang sepeda motor tewas setelah terlibat kecelakaan dengan truk di Jalan Brigjen Sudiarto, Pedurungan, Kota Semarang, Jawa Tengah, Selasa (4/3/2025). Kasubnit 1 Gakkum Satlantas Polrestabes Semarang, Iptu Novita Candra, mengatakan bahwa kecelakaan tersebut terjadi di ruas jalan provinsi. ""Meninggal dunia satu dan luka-luka satu,"" kata Novita saat dikonfirmasi, Selasa (4/3/2025).   Keterangan yang diterimanya, saat itu korban membonceng Sapto menggunakan motor Honda Beat warna hitam. ""Kedua korban warga Kelurahan Batursari, Kecamatan Mranggen, Kabupaten Demak,"" ucap dia. Novita menyebutkan bahwa korban meninggal dunia karena disebabkan luka berat di bagian kepala. Hal itu menyebabkan korban tewas di lokasi. ""Jenazah korban dibawa ke RSUP Kariadi Semarang,"" tambah Novita. Sementara, untuk Sapto yang saat mengendarai sepeda motor bersama korban masih dirawat di RS. Pelita Anugerah, Kabupaten Semarang. ""Mengalami luka cedera kepala, hidung, dan dada sesak,"" ungkapnya. Peristiwa nahas itu bermula saat pengendara sepeda motor melaju dari arah Mranggen menuju Jalan Brigjen Katamso. ""Diduga saat mendahului di antara dua kendaraan, tidak menjaga ruang yang cukup sehingga terjadi kecelakaan dengan truk warna merah, yang melaju searah di samping kirinya,"" tambah Novita. "
"Terbakar, Truk Angkut Puluhan Motor di Labusel Terus Melaju seperti Bola Api",https://medan.kompas.com/read/2025/03/02/220825178/terbakar-truk-angkut-puluhan-motor-di-labusel-terus-melaju-seperti-bola-api,2 Maret 2025,"MEDAN, KOMPAS.com - Satu unit truk yang membawa 46 sepeda motor terbakar saat melintas di Kecamatan Torgamba, Kabupaten Labuhanbatu Selatan, Sumatera Utara, Minggu (2/3/2025) sekitar pukul 00.30 WIB. Kepala Polsek Torgamba AKP Syamsul Adhar mengatakan, truk membawa puluhan sepeda motor dari Jakarta menuju Kota Medan. Ketika tiba di lokasi, pengendara lain mengatakan ke sopir truk bahwa bagian belakang truk terbakar. ""Jadi sopirnya ini pertama-tama tidak sadar motor yang dibawanya terbakar,"" kata Syamsul kepada Kompas.com melalui saluran telepon, Minggu. Mendapati informasi itu, sopir truk sempat berhenti untuk memastikan. Setelah dicek, rupanya benar bahwa motor yang dibawa terbakar. Kemudian, sopir mencoba memadamkan api, tapi tidak berhasil. ""Terus warga menyarankan sopir segera ke depan kantor Camat Torgamba, karena kebetulan di situ ada mobil pemadam kebakaran yang stand by,"" jelas Syamsul. Sopir truk bergegas melaju ke lokasi. Pihak pemadam kebakaran pun lekas memadamkan api tersebut. ""Untuk korban luka atau jiwa tidak ada. Tapi ada kerugian materil. Seluruh motor sebanyak 46 unit yang dibawa truk itu terbakar, bahkan truk itu juga,"" kata Syamsul. ""Terkait penyebab, diduga adanya korsleting dari baterai remote motor. Truk ini membawa motor baru dari Jakarta menuju Medan,"" tambahnya. Video truk yang membawa puluhan motor terbakar viral di media sosial. Dari video yang diunggah sejumlah akun di media sosial, tampak truk terbakar dan terus melaju tanpa henti. Warga terdengar berteriak sambil menghindari truk yang terus melaju. ""Berhenti lahh, gak berhenti loh, terbakar dia,"" teriak perekam video. Tak lama, truk berhenti dan warga sekitar membantu memadamkan api. "
"Berusaha Kabur, Maling Motor di Duren Sawit Terjatuh Saat Sembunyi di Plafon Rumah Warga",https://megapolitan.kompas.com/read/2025/02/25/17212271/berusaha-kabur-maling-motor-di-duren-sawit-terjatuh-saat-sembunyi-di,25 Februari 2025,"JAKARTA, KOMPAS.com - Sejumlah warga di Jalan Madrasah 1, Duren Sawit, Jakarta Timur, menangkap seorang pencuri sepeda motor pada Selasa (25/2/2025). Pencuri itu tertangkap usai terjatuh saat berusaha melarikan diri melalui plafon rumah warga. Nurhidayat, seorang saksi mata, menjelaskan ia awalnya mengira kejadian tersebut adalah sebuah kecelakaan. ""Saya kira itu kecelakaan, di rumah konveksi. Tahunya dia (maling) larinya lewat situ lewat plafon,"" ujar Nurhidayat, Selasa. Menurut Nurhidayat, maling motor tersebut berusaha melarikan diri dengan melewati plafon rumah warga. Saat itu, warga sempat kehilangan jejak. Nurhidayat dan sejumlah warga akhirnya menemukan pelaku yang sedang bersembunyi di belakang pintu usai terjatuh dari plafon rumah. ""Terus habis itu pas sudah nyari enggak ada, eh tau-taunya bersembunyi di belakang pintu. Terus saya kejar,"" tambahnya. Nurhidayat mengatakan dirinya tidak mengenal pelaku, namun ia memastikan bahwa korban pencurian adalah warga setempat. ""Kalau pelaku saya kurang tahu, tapi kalau korban warga di situ, RT 07,"" kata Nurhidayat. Setelah penangkapan, pelaku dibawa ke Polsek Duren Sawit untuk dilakukan pemeriksaan lebih lanjut.  "
Belasan Anak Diamankan Terkait Pencurian Sepeda di 10 Wilayah Pangkalpinang,https://regional.kompas.com/read/2025/02/19/210258178/belasan-anak-diamankan-terkait-pencurian-sepeda-di-10-wilayah-pangkalpinang,19 Februari 2025,"PANGKALPINANG, KOMPAS.com - Belasan anak di bawah umur di Pangkalpinang, Kepulauan Bangka Belitung, diamankan polisi terkait kasus pencurian sepeda. Para pelaku yang masih berstatus pelajar SMP dan SD diduga telah melakukan aksi pencurian di berbagai lokasi. ""Masih di bawah umur yang diamankan karena mencuri sepeda. Ada laporan warga yang kehilangan,"" kata Kepala Polsek Tamansari, Kompol Agus Prasetiawan, kepada awak media di Pangkalpinang, Rabu (19/2/2025). Kasus ini terungkap setelah seorang warga melaporkan kehilangan sepeda kepada personel Bhabinkamtibmas di Kelurahan Kejaksaan pada Selasa (18/2/2025). Tim Reserse Kriminal kemudian melakukan penyelidikan dan mengamankan satu terduga pelaku. ""Dilakukan pengembangan sehingga ada 12 anak yang diamankan. Dari pengakuan mereka, sudah mengambil sepeda dari 10 lokasi,"" ujar Agus. Polisi menduga para pelaku tergabung dalam kelompok ""Sepeda Malam KCP"", yang keberadaannya sempat ramai diperbincangkan di media sosial. Setelah diamankan, para pelaku dibawa ke Mapolresta Pangkalpinang untuk proses hukum lebih lanjut. Selain itu, polisi juga menyita sepuluh unit sepeda berbagai jenis sebagai barang bukti. Dalam menangani kasus ini, polisi berkoordinasi dengan pihak sekolah untuk memastikan proses hukum memperhatikan aspek perlindungan anak. "
Polisi Tembak Kaki Empat Begal Saat Intai Pelaku di Kelapa Gading,https://megapolitan.kompas.com/read/2025/02/17/19105701/polisi-tembak-kaki-empat-begal-saat-intai-pelaku-di-kelapa-gading,17 Februari 2025,"JAKARTA, KOMPAS.com - Polisi menembak kaki empat pelaku begal sepeda motor yang meresahkan masyarakat. ""Kami menangkap empat pelaku yang terlibat dalam aksi pencurian dan kami terpaksa mengambil tindakan terukur saat menangkap para pelaku,"" kata Kapolsek Kelapa Gading, Komisaris Seto Handoko Putra, Senin (17/2/2025). Penangkapan keempat pelaku berinisial RA, DA, AB, dan MR dilakukan setelah adanya laporan dari korban berinisial HA ke Polsek Kelapa Gading pada Kamis (13/2/2025). Setelah menerima laporan tersebut, dua anggota polisi dari Kelapa Gading langsung mencari dan mengintai pelaku. Polisi memancing para pelaku untuk keluar dari persembunyiannya. Untuk menjebak pelaku, polisi melintas di Jalan Alteri Gading Pelangi, Pegangsaan Dua, Kelapa Gading, menggunakan sepeda motor pada Selasa (11/2/2025) dini hari. Saat melintas, petugas tiba-tiba dipepet oleh empat orang pelaku yang mengendarai dua sepeda motor dan mengancam petugas dengan senjata tajam. Menanggapi ancaman tersebut, petugas mengeluarkan tembakan peringatan dan kemudian melakukan pengejaran hingga berhasil melumpuhkan para pelaku. Penangkapan berlangsung di Jalan Sedayu City Rawa Terate, Cakung, Jakarta Timur. Setelah ditangkap, keempat pelaku mengakui bahwa mereka sebelumnya telah membegal sebanyak dua kali di wilayah hukum Polsek Kelapa Gading. Mereka mengaku menjalankan aksi di atas flyover Sedayu, Kelurahan Pegangsaan Dua, Kelapa Gading, pada Senin (13/1/2025), dan berhasil mencuri satu sepeda motor. Selanjutnya, mereka juga mencuri di depan SPBU Pegangsaan Dua, Kelapa Gading, pada Selasa (28/1/2025). Sepeda motor hasil begal tersebut dijual ke daerah Karawang seharga Rp 3.200.000, di mana masing-masing pelaku mendapatkan bagi hasil sebesar Rp 800.000. Menurut keterangan pelaku, uang hasil pencurian tersebut digunakan untuk kebutuhan sehari-hari dan membeli narkotika jenis sabu. Keempat pelaku kini dijerat dengan Pasal 363 ayat 1 KUHP tentang pencurian dengan pemberatan, dengan ancaman pidana kurungan maksimal tujuh tahun. "
"Bocah di Simalungun Tewas Ditabrak Truk Saat Bersepeda, Sopir Diperiksa",https://regional.kompas.com/read/2025/02/16/113938978/bocah-di-simalungun-tewas-ditabrak-truk-saat-bersepeda-sopir-diperiksa,16 Februari 2025,"SIMALUNGUN, KOMPAS.com – Seorang bocah berusia tujuh tahun, Guntur Tarigan, tewas setelah ditabrak truk Colt Diesel saat bersepeda di Jalan Umum Km 4-5 Jurusan Margomulyo - Bandar Siantar, Huta IV Nagori Pamatang Gajing, Kecamatan Gunung Malela, Kabupaten Simalungun, Sumatera Utara. Peristiwa tragis ini terjadi pada Sabtu (15/2/2025) sekitar pukul 15.30 WIB. Korban mengalami luka serius dan meninggal dunia dalam perjalanan menuju rumah sakit. Kasat Lantas Polres Simalungun, AKP Jonni Sinaga, mengungkapkan bahwa berdasarkan keterangan saksi, truk Colt Diesel bernomor polisi BA 9950 PU yang dikendarai Supran (42) datang dari arah Simpang Margomulyo menuju Bandar Siantar. Sopir diduga kurang berhati-hati dan tidak memperhatikan keberadaan korban yang sedang mengayuh sepeda di sebelah kiri. Akibatnya, sisi kiri truk menyenggol stang sepeda korban, menyebabkan korban jatuh ke aspal. ""Truk menabrak stang sebelah kanan sepeda dan korban terjatuh ke kiri, lalu bagian ban belakang sebelah kiri truk melindas korban,"" ujar Jonni dalam keterangannya kepada Kompas.com, Minggu (16/2/2025). Proses Penyelidikan Polisi telah melakukan olah tempat kejadian perkara (TKP) dan mengamankan barang bukti berupa truk dan sepeda milik korban. Sementara itu, sopir masih dalam pemeriksaan untuk penyelidikan lebih lanjut. ""Korban mengalami luka berat dan meninggal dunia dalam perjalanan menuju rumah sakit. Jenazahnya lalu dibawa ke ruang forensik RSUD Djasamen Saragih Pematangsiantar,"" tambah Jonni. Menurutnya, kecelakaan terjadi saat kondisi cuaca cerah, arus lalu lintas sepi, dan jalan dalam kondisi lurus dengan lebar sekitar 3 meter. Hingga kini, pihak kepolisian masih mendalami kejadian ini untuk menentukan langkah hukum terhadap sopir truk serta mencari kemungkinan adanya unsur kelalaian dalam insiden tragis tersebut. "
[POPULER PROPERTI] Penggunaan Transportasi di Jakarta Makin Turun,https://www.kompas.com/properti/read/2025/02/11/073837621/populer-properti-penggunaan-transportasi-di-jakarta-makin-turun,11 Februari 2025,"JAKARTA, KOMPAS.com - Akademisi Prodi Teknik Sipil Unika Soegijapranata dan Wakil Ketua Pemberdayaan dan Penguatan Wilayah MTI Pusat Djoko Setijowarno mengungkapkan, penggunaan transportasi umum di Jakarta kian menurun. Disamping penurunan penggunaan transportasi umum, pemakaian sepeda motor maupun mobil melesat. Pada tahun 2002, pengunaan transportasi umum mencapai 52,7 persen. Sementara tahun 2010 dan 2018 masing-masing 22,7 persen dan 6,9 persen. Artikel tersebut menjadi berita terpopuler dalam kanal Properti Kompas.com edisi Selasa (11/2/2025). Lantas, bagaimana dengan pemakaian sepeda motor maupun mobil? Jawabannya di sini Penggunaan Transportasi Umum di Jakarta Kian Menurun Kabupaten Minahasa yang terletak di Sulawesi Utara saat ini menarik perhatian banyak calon pemilik rumah. Sebagai pusat perhatian, daerah ini menawarkan berbagai pilihan rumah subsidi yang terjangkau. Rumah-rumah tersebut tersedia melalui Sistem Informasi Kumpulan Pengembang (Sikumbang), dengan harga di bawah Rp 200 juta. Daftarnya bisa dicek di sini Kabupaten Minahasa: Surga Rumah Subsidi Harga Murah Pembangunan Jalan Tol Tol Probolinggo–Banyuwangi (Probowangi) Paket II menggunakan metode deep cement mixing (DCM). DCM adalah metode perbaikan tanah yang digunakan untuk meningkatkan stabilitas dan kekuatan tanah dasar pada proyek konstruksi dengan mengebor tahun dan diisi semen. Metode ini efektif untuk memperbaiki tanah yang tidak stabil. Sehingga, dapat mendukung struktur jalan tol lebih baik. Selain metode DCM, dua teknologi lainnya digunakan dalam pembangunan Tol Probowangi Paket II. Lantas, teknologi apa yang dimaksud? Selengkapnya baca di sini Mengenal Deep Cement Mixing, Metode Konstruksi di Tol Probowangi Paket II "
"Saat Maling Motor Bawa Senjata Mainan untuk Takuti Korban, tapi Berakhir Panik Dikejar Emak-emak",https://www.kompas.com/jawa-barat/read/2025/02/08/140000688/saat-maling-motor-bawa-senjata-mainan-untuk-takuti-korban-tapi,8 Februari 2025,"KOMPAS.com - Komplotan pencuri motor di Desa Sukamaju, Kelurahan Sukamaju, Kecamatan Cilodong, Kota Depok, berakhir dikejar emak-emak sekampung, saat beraksi pada Kamis (6/2/2025). Video rekamanan aksi emak-emak mengejar maling motor itu kemudian viral di media sosial. Kabid Humas Polda Metro Jaya, Ade Ary Syam Indradi, mengungkapkan bahwa pelaku menggunakan senjata mainan untuk menakuti korban. “Pelaku membawa senjata mainan untuk menakut-nakuti korban,” kata Ade Ary dalam keterangannya, Sabtu (8/2/2025). Pelaku diketahui berjumlah dua orang, yaitu AA (25) dan SS (24). Keduanya tertangkap di Kelurahan Bojong Nangka, Kecamatan Gunung Putri, Kabupaten Bogor, beberapa jam setelah aksinya diketahui warga. Polisi juga menangkap H (37), yang diduga sebagai penadah motor hasil curian. “Selanjutnya sekitar pukul 15.00 WIB di Jalan Babakan Raden Kabupaten Bogor, tim juga mengamankan pelaku lainnya a.n. H,” ujar Ade Ary. Menurut keterangan polisi, pelaku beraksi saat siang hari dengan mencari motor yang terparkir tanpa pengawasan pemiliknya. Setelah menemukan target, mereka merusak kunci kontak dan langsung membawa kabur kendaraan tersebut. Aksi ini bukan kali pertama dilakukan oleh pelaku. Mereka diketahui telah melakukan pencurian serupa di Pekayon, Pasar Rebo, Jakarta Timur, pada Senin (20/1/2025), serta di sebuah kafe di Jatirangga, Jatisampurna, Kota Bekasi, Senin (27/1/2025). Saat dilakukan penangkapan, polisi menemukan sejumlah barang bukti, antara lain satu unit sepeda motor Honda Beat warna hitam, satu unit sepeda motor Honda Scoopy warna merah, satu buah kunci letter T, tiga buah mata kunci letter T, tiga buah helm, satu buah senjata mainan, dan tiga unit ponsel. Kini, para pelaku telah diamankan di Subdit Jatanras Polda Metro Jaya untuk penyelidikan lebih lanjut. “(Diancam) tindak pidana pencurian dengan pemberatan sebagaimana dimaksud dalam Pasal 363 KUHP,” tutur Ade Ary. "
